User ID,Movie ID,Rating
Manuel São Bento,746036,8.0
r96sk,746036,8.0
CinemaSerf,746036,7.0
MovieGuys,746036,4.0
TheSceneSnobs,746036,8.0
Chandler Danier,746036,4.0
HappyPagan,746036,7.0
CinemaSerf,1111873,7.0
MovieGuys,1111873,6.0
r96sk,1111873,10.0
TheSceneSnobs,1111873,6.0
JPV852,1111873,7.0
Louisa Moore - Screen Zealots,1111873,7.0
tmdb51616167,1111873,7.0
Dean,1111873,9.0
Patrick E. Abe,348,8.0
John Chard,348,10.0
Repo Jack,348,10.0
r96sk,348,8.0
GenerationofSwine,348,10.0
Filipe Manuel Neto,348,9.0
CinemaSerf,348,7.0
James,348,7.0
Christian Butoi,348,10.0
HappyPagan,348,10.0
r96sk,361743,9.0
Manuel São Bento,361743,9.0
tmdb20895531,361743,5.0
CinemaSerf,361743,7.0
Chris Sawin,361743,6.0
JustEntertainment,361743,10.0
T,361743,10.0
MovieGuys,361743,10.0
The Movie Mob,361743,10.0
KVNNBH,361743,10.0
Kay Cee,361743,8.0
JPV852,361743,8.0
Nathan,361743,9.0
GenerationofSwine,361743,10.0
Chris Sawin,585083,3.0
r96sk,585083,6.0
Leno,619264,3.0
Shumafuk,619264,8.0
Manuel São Bento,619264,7.0
Kamurai,619264,9.0
AstroNoud,619264,7.0
The Movie Mob,619264,5.0
Gimly,948,6.0
Wuchak,948,6.0
GenerationofSwine,948,10.0
CinemaSerf,948,7.0
Filipe Manuel Neto,948,5.0
Andres Gomez,1865,3.0
waqas akram,1865,10.0
John Chard,1865,7.0
Andre Gonzales,1865,6.0
CinemaSerf,1865,6.0
Chris Sawin,453395,7.0
Manuel São Bento,453395,7.0
CinemaSerf,453395,7.0
Peter McGinn,453395,5.0
Nathan,453395,8.0
itsogs,453395,1.0
The Movie Mob,453395,7.0
Per Gunnar Jonsson,453395,9.0
GenerationofSwine,453395,1.0
Andre Gonzales,453395,6.0
Filipe Manuel Neto,453395,7.0
tmdb51616167,453395,5.0
Manuel São Bento,1094138,6.0
Yvonnelim99,1094138,7.0
Chandler Danier,1094138,7.0
Chris Sawin,1024721,7.0
CinemaSerf,866398,6.0
Chandler Danier,866398,6.0
MovieGuys,866398,3.0
r96sk,866398,8.0
𝕽𝖎𝖈𝖍,866398,9.0
Per Gunnar Jonsson,866398,10.0
Manuel São Bento,969492,6.0
Chandler Danier,969492,6.0
MovieGuys,969492,5.0
hamfaceman,969492,5.0
Roberta1970,969492,7.0
r96sk,1027073,9.0
CinemaSerf,615656,5.0
MovieGuys,615656,5.0
JPV852,615656,4.0
Manuel São Bento,423108,6.0
JPV852,423108,7.0
Rene,423108,6.0
Giovanni,423108,7.0
llgolden,13,10.0
bluedevil667,13,10.0
CinemaSerf,13,7.0
Kamurai,184345,7.0
Dan_Tebasco,72190,4.0
Per Gunnar Jonsson,72190,7.0
The Movie Mob,72190,9.0
The Movie Mob,72190,9.0
CinemaSerf,634492,5.0
r96sk,634492,8.0
Chandler Danier,634492,3.0
JPV852,634492,4.0
misubisu,634492,1.0
BL1!,634492,10.0
TheSceneSnobs,634492,1.0
Manuel São Bento,437342,6.0
CinemaSerf,437342,6.0
MovieGuys,437342,6.0
whitsbrain,437342,6.0
Dean,437342,6.0
Dean,437342,6.0
TheSceneSnobs,437342,2.0
Petercushing,437342,1.0
GenerationofSwine,437342,1.0
John Chard,675,8.0
Nathan,675,8.0
CinemaSerf,675,7.0
Andres Gomez,109445,8.0
Manuel São Bento,109445,7.0
JPV852,109445,6.0
r96sk,109445,9.0
CinemaSerf,109445,6.0
Andre Gonzales,109445,5.0
Manuel São Bento,616037,7.0
Nathan,616037,7.0
Steve Parker,616037,5.0
CinemaSerf,616037,6.0
Chris Sawin,616037,6.0
The Movie Mob,616037,7.0
r96sk,616037,7.0
UtileDulci,616037,2.0
harshkolhe_barca,616037,8.0
harshkolhe_barca,616037,8.0
Per Gunnar Jonsson,616037,3.0
CinemaSerf,12444,8.0
CinemaSerf,299054,6.0
MovieGuys,299054,4.0
kipo,299054,4.0
r96sk,299054,6.0
bradley,507089,9.0
MustachedMovieMan,507089,7.0
CinemaSerf,507089,5.0
biancarockr,507089,4.0
LegendGamerXZ,507089,10.0
LegendGamerXZ,507089,10.0
tmdb47940942,507089,7.0
ViolettSmith,507089,7.0
r96sk,507089,7.0
Andre Gonzales,285,8.0
CinemaSerf,285,6.0
Gimly,862,8.0
JPV852,862,9.0
r96sk,862,10.0
CinemaSerf,862,7.0
Jacob,106646,10.0
Andres Gomez,106646,6.0
r96sk,106646,9.0
sporkproductions,106646,8.0
Nathan,106646,9.0
GeekMasher,8681,9.5
Per Gunnar Jonsson,8681,8.0
Gimly,8681,6.0
JPV852,8681,8.0
John Chard,8681,7.0
The Movie Mob,8681,10.0
Sejian,970347,4.0
MovieGuys,970347,5.0
Manuel São Bento,1014661,5.0
CinemaSerf,926393,6.0
MovieGuys,926393,4.0
JPV852,926393,7.0
Dean,926393,10.0
Chandler Danier,926393,8.0
ARGMAN,926393,4.0
Per Gunnar Jonsson,926393,8.0
r96sk,926393,8.0
Gimly,370663,3.0
sonofbalkans,370663,3.0
CinemaSerf,447277,6.0
Manuel São Bento,447277,8.0
Louisa Moore - Screen Zealots,447277,6.0
r96sk,447277,7.0
tmdb15214618,335984,8.0
Mex5150,335984,4.0
Gimly,335984,8.0
Per Gunnar Jonsson,335984,6.0
Dean,335984,4.0
renzo-benzo,335984,3.0
The Movie Mob,335984,7.0
CinemaSerf,335984,7.0
madmonk,335984,7.0
GenerationofSwine,335984,1.0
CinemaSerf,1010600,6.0
r96sk,1010600,5.0
TheSceneSnobs,1010600,1.0
BiGuy,12155,7.0
Andre Gonzales,12155,6.0
John Chard,19995,5.0
Manuel São Bento,19995,8.0
tomasfv,19995,10.0
CinemaSerf,19995,7.0
ZeBlah,129,10.0
Andres Gomez,269149,9.0
Reno,269149,8.0
whatowatch,269149,10.0
Gimly,269149,7.0
Per Gunnar Jonsson,269149,9.0
mattwilde123,269149,8.0
ahmedaiman99,269149,10.0
r96sk,269149,8.0
CinemaSerf,269149,7.0
tmdb44006625,27205,8.0
Matthew Brady,27205,9.0
Andre Gonzales,27205,7.0
The Movie Mob,505642,7.0
Manuel São Bento,505642,7.0
CinemaSerf,505642,6.0
Nathan,505642,7.0
r96sk,505642,8.0
themoviedb@kienner.fr,505642,1.0
GenerationofSwine,505642,1.0
Per Gunnar Jonsson,505642,7.0
Andre Gonzales,505642,5.0
Andre Gonzales,505642,5.0
Amos Burton,505642,1.0
Grant English,91314,3.0
CinemaSerf,91314,5.0
Reno,257088,6.0
talisencrw,257088,6.0
tmdb44006625,559,3.0
CinemaSerf,1214509,5.0
Louisa Moore - Screen Zealots,1214509,7.0
tmdb23365124,1930,5.5
Per Gunnar Jonsson,1930,6.0
John Chard,1930,7.0
CinemaSerf,1930,7.0
Wuchak,680,9.0
Erick Cabral,680,10.0
CinemaSerf,680,7.0
alksjalksj,680,10.0
Filipe Manuel Neto,680,6.0
Reno,260346,7.0
Per Gunnar Jonsson,260346,6.0
Gimly,260346,3.0
starks94,324786,7.0
dragon_boi,324786,10.0
Reno,324786,8.0
John Chard,324786,8.0
Wuchak,324786,6.0
Filipe Manuel Neto,324786,8.0
GenerationofSwine,324786,10.0
CinemaSerf,869291,6.0
†,869291,10.0
Manuel São Bento,1059064,3.0
Andres Gomez,76341,7.0
Cineport,76341,9.0
simonTheDiver,76341,10.0
Per Gunnar Jonsson,76341,7.0
Gimly,76341,9.0
OzDrDj,76341,2.0
Matthew Brady,76341,10.0
John Chard,76341,9.0
The Movie Mob,76341,10.0
r96sk,76341,8.0
r96sk,12,9.0
John,12,10.0
CinemaSerf,12,7.0
John,809,8.0
r96sk,9806,7.0
GenerationofSwine,9806,10.0
CinemaSerf,9806,7.0
CinemaSerf,1182047,6.0
Manuel São Bento,1182047,7.0
Manuel São Bento,572802,6.0
CinemaSerf,572802,6.0
justhappytobehere,572802,4.0
hamfaceman,572802,3.0
ARGMAN,572802,5.0
JPV852,572802,7.0
Per Gunnar Jonsson,572802,5.0
r96sk,572802,6.0
Kamurai,660982,7.0
r96sk,660982,3.0
Gimly,315635,7.0
AJGibbs,315635,4.0
Per Gunnar Jonsson,315635,4.0
Reno,315635,7.0
A Fan of Many Things,315635,10.0
skembry,315635,10.0
Andrew Gentry,315635,9.0
tmdb44006625,315635,5.0
Myles,315635,8.0
r96sk,315635,8.0
CinemaSerf,315635,7.0
GenerationofSwine,315635,10.0
The Movie Mob,298618,7.0
Chris Sawin,298618,3.0
Manuel São Bento,298618,7.0
CinemaSerf,298618,7.0
Differ,298618,4.0
MovieGuys,298618,5.0
sizarled,298618,10.0
Louisa Moore - Screen Zealots,298618,7.0
JPV852,298618,7.0
r96sk,298618,9.0
mattwilde123,228150,7.0
Per Gunnar Jonsson,228150,4.0
Wuchak,228150,8.0
drystyx,228150,9.0
DCthaGod,228150,8.0
izgzhen,1124,9.0
AstroNoud,1124,10.0
James,1124,8.0
r96sk,1124,9.0
CinemaSerf,1124,7.0
CinemaSerf,804616,5.0
Andre Gonzales,109418,7.0
mspanther,156022,8.0
Per Gunnar Jonsson,156022,8.0
Gimly,156022,7.0
r96sk,156022,8.0
CinemaSerf,967847,6.0
Manuel São Bento,967847,6.0
MovieGuys,967847,6.0
TheSceneSnobs,967847,6.0
CinemaSerf,10166,6.0
Sword0fTheSpirit,10196,10.0
John Chard,10283,5.0
Gimly,10283,4.0
Wuchak,10283,6.0
Reno,296096,7.0
MovieGuys,955555,8.0
Devin G. Squire,447332,8.0
Leno,447332,8.0
Gimly,447332,6.0
LadyGreenEyes,447332,10.0
Trazbor O'Gukguk,447332,1.0
Wuchak,447332,5.0
Manuel São Bento,447332,8.0
5rJoud,447332,4.0
The Movie Mob,447332,9.0
r96sk,447332,7.0
tmdb51616167,447332,8.0
Manuel São Bento,588228,7.0
Kamurai,588228,8.0
The Movie Mob,588228,8.0
Reno,396535,8.0
Gimly,396535,7.0
Kamurai,396535,9.0
Manuel São Bento,396535,10.0
Nathan,10331,5.0
Filipe Manuel Neto,10331,5.0
CinemaSerf,10331,6.0
Andres Gomez,38757,8.0
ohlalipop,38757,8.0
John,38757,10.0
tmdb44006625,557,9.0
Gimly,324857,7.0
TomTag,324857,7.0
Andre Gonzales,23398,6.0
badelf,851644,7.0
GenerationofSwine,337167,1.0
CinemaSerf,856289,7.0
CinemaSerf,11036,7.0
r96sk,11036,8.0
Brett Pascoe,550,9.0
Manuel São Bento,550,8.0
r96sk,550,7.0
rsanek,550,9.0
Wuchak,550,6.0
katch22,550,8.0
alksjalksj,550,10.0
chosengreatone,550,10.0
CinemaSerf,550,7.0
Hotsake,99861,6.5
Andres Gomez,99861,7.0
Per Gunnar Jonsson,99861,7.0
Gimly,99861,7.0
tmdb44006625,99861,5.0
whataberger,1291594,10.0
coxie36@yahoo.com,1291594,10.0
Brent Marchant,1051891,9.0
CinemaSerf,1051891,7.0
The Movie Mob,20352,9.0
scherbakovx,980489,8.0
Manuel São Bento,980489,8.0
CinemaSerf,980489,7.0
v0lk4n,980489,4.0
Manuel São Bento,766507,8.0
MovieGuys,766507,4.0
Per Gunnar Jonsson,766507,5.0
CinemaSerf,766507,6.0
The Movie Mob,766507,8.0
d54.pod,766507,8.0
Peter McGinn,766507,7.0
Horgh,766507,1.0
GenerationofSwine,766507,1.0
CinemaSerf,10020,8.0
Andre Gonzales,10020,8.0
MovieGuys,984324,5.0
Andres Gomez,50619,7.0
MovieGuys,748167,4.0
GeekMasher,603,9.5
NeoBrowser,603,10.0
StbMDB,603,10.0
GenerationofSwine,603,10.0
The Movie Mob,603,10.0
The Movie Mob,603,10.0
CinemaSerf,603,7.0
John Chard,4233,8.0
CinemaSerf,4233,5.0
Nathan,4233,6.0
Manuel São Bento,930600,3.0
CinemaSerf,425,7.0
Andre Gonzales,425,8.0
Nathan,41446,7.0
Mayurpanchamia,424,8.0
CinemaSerf,424,7.0
terrapong,990140,5.0
MovieGuys,990140,5.0
Chris Sawin,990140,6.0
r96sk,10315,9.0
badelf,10315,9.0
CinemaSerf,10315,7.0
James,10315,7.0
CinemaSerf,10216,4.0
Reno,214756,6.0
The Movie Diorama,214756,4.0
Manuel São Bento,791373,7.0
JPV852,791373,7.0
sykobanana,791373,9.0
Peter89Spencer,791373,10.0
Yassin_Raouf,791373,10.0
iselates,791373,4.0
StoneCrow1977,791373,6.0
Rene,791373,10.0
Nathan,791373,9.0
Martha,791373,8.0
The Movie Mob,791373,9.0
tmdb28039023,791373,1.0
GenerationofSwine,791373,10.0
Rob,791373,5.0
Manuel São Bento,508947,8.0
r96sk,508947,8.0
Daks88,508947,5.0
Giovanni,508947,9.0
Tatsky,508947,8.0
CinemaSerf,508947,6.0
akshatjain7573,508947,8.0
RoseSkull94,508947,7.0
Filipe Manuel Neto,508947,6.0
CinemaSerf,438148,6.0
All Things Movies and TV,438148,8.0
lopezaxel,438148,9.0
The Movie Mob,438148,7.0
r96sk,438148,8.0
CinemaSerf,642885,6.0
GenerationofSwine,642885,1.0
thorian93,763215,6.5
Sejian,763215,6.0
Manuel São Bento,763215,6.0
EarthAndGravity,763215,8.0
nicoleamaree,763215,4.0
r96sk,763215,5.0
tippfehlr,763215,4.0
MovieGuys,763215,2.0
Per Gunnar Jonsson,763215,8.0
antimony,439079,4.0
Mark Rushow,439079,8.0
Purplehearts,439079,6.0
Dean,439079,4.0
John Chard,439079,6.0
Gimly,439079,4.0
GenerationofSwine,439079,1.0
r96sk,14160,8.0
Peter89Spencer,14160,9.0
CinemaSerf,14160,7.0
tmdb51616167,14160,7.0
griggs79,14160,8.0
Peter89Spencer,772,9.0
Andre Gonzales,772,10.0
CinemaSerf,772,7.0
CinemaSerf,1075794,7.0
r96sk,1075794,8.0
dumasori,1075794,6.0
CinemaSerf,1034541,7.0
CinemaSerf,912649,6.0
CinemaSerf,1184918,7.0
CinemaSerf,1043658,8.0
CinemaSerf,1154570,9.0
r96sk,1034541,7.0
r96sk,912649,7.0
r96sk,1184918,6.0
r96sk,1043658,7.0
r96sk,1154570,8.0
Brent Marchant,1034541,8.0
Brent Marchant,912649,7.0
Brent Marchant,1184918,7.0
Brent Marchant,1043658,8.0
Brent Marchant,1154570,7.0
Manuel São Bento,1034541,9.0
Manuel São Bento,912649,8.0
Manuel São Bento,1184918,9.0
Manuel São Bento,1043658,7.0
Manuel São Bento,1154570,8.0
Chris Sawin,1034541,8.0
Chris Sawin,912649,
Chris Sawin,1184918,8.0
Chris Sawin,1043658,9.0
Chris Sawin,1154570,7.0
